DocDate,DocRef,AcCode,Customer Name,Postal Code,TelNo,AcCur,AcCurWTaxAmt,HomeWTaxAmt,ProjectCode,Location,Sales Person,SalesPerson Name,Sales contact
20180306,BR_D181000447,N015USD,Mandarine Expert Pte Ltd,329475,97776914,USD,83660,109404.13,P8154,4,S092,Eugiene,85094519
20180306,BR_D181000448,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,385000,513205,P8155,4,S095,Mary,85095164
20180307,BR_D181000449,A0056USD,Melon Assist Pte Ltd,263529,97769615,USD,23961,31513.51,P8156,4,S093,Lily,85089620
20180307,BR_D181000450,A0066USD,Jambul Expert Pte Ltd,404269,95252744,USD,89100,116676.45,P8157,5,S089,Bala,85084539
20180306,BD_R181000104,M0037USD,Gooseberry Automation Pte Ltd,112154,95441328,USD,17350,-22841.28,P8158,5,S095,Mary,85095164
20180307,BR_D181000451,B0003USD,Plum Marketing Pte Ltd,228009,96634354,USD,94050,123158.48,P8159,1,S094,John,85084094
20180307,ICG_B181-0506,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,6277.37,8270.43,P8160,4,S092,Eugiene,85094519
20180307,BR_D181000452,A0075USD,Banana Control Pte Ltd,689864,96297885,USD,88200,116776.8,P8161,3,S090,Charles,85081768
20180307,BR_D181000453,N0005USD,Pineberry United Pte Ltd,426247,97429091,USD,55950,74161.73,P8162,3,S095,Mary,85095164
20180307,ICG_B181-0494,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,1024.39,1024.39,P8163,5,S093,Lily,85089620
20180307,BR_D181000455,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,1261.74,1261.74,P7991,1,S089,Bala,85084539
20180303,ICG_B181-0508,B0022USD,Mulberry Specialist Pte Ltd,835434,97530103,USD,54750,72182.4,P8164,4,S089,Bala,85084539
20180305,ICG_B181-0498,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,789842,1041327.69,P8155,4,S095,Mary,85095164
20180308,ICG_B181-0497,M0022SGD,Jostaberry Logistics Pte Ltd,556372,95130330,SGD,331.46,331.46,P8165,2,S093,Lily,85089620
20180306,ICG_B181-0511,A0029USD,Watermelon Import & Export Pte Ltd,981168,95558190,USD,58275,76719.04,P8166,4,S094,John,85084094
20180304,ICG_B181-0509,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,54000,71193.6,P8167,1,S094,John,85084094
20180302,ICG_B181-0507,S0063USD,Japanese plum Dealer Pte Ltd,952378,95314193,USD,57235.2,75619.15,P8168,3,S094,John,85084094
20180309,ICG_B181-0516,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,791.27,791.27,P8169,3,S090,Charles,85081768
20180309,BR_D181000454,M0027USD,Miracle fruit Control Pte Ltd,650558,98622063,USD,93500,122438.25,P7069,3,S095,Mary,85095164
20180309,BR_D181000456,A0029USD,Watermelon Import & Export Pte Ltd,981168,95558190,USD,110000,144199,P8170,5,S095,Mary,85095164
20180309,BR_D181000457,K0027USD,Star apple Assist Pte Ltd,871087,98655472,USD,110000,144199,P8171,3,S090,Charles,85081768
20180309,ICG_B181-0514,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,417383.1,549860.5,P8172,5,S093,Lily,85089620
20180303,ICG_B181-0490,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,109062.5,144093.38,P8173,2,S092,Eugiene,85094519
20180312,ICG_B181-0517,M0022SGD,Jostaberry Logistics Pte Ltd,556372,95130330,SGD,897.84,897.84,P8174,3,S094,John,85084094
20180308,BD_D181000458,M0039USD,Jabuticaba Assist Pte Ltd,300529,97741221,USD,15778,-20732.29,P8175,3,S094,John,85084094
20180302,BD_D181000459,G0020USD,Papaya Assist Pte Ltd,190541,95636635,USD,8000,-10569.6,P8176,3,S092,Eugiene,85094519
20180302,ICG_B181-0515,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,48000,63417.6,P5123,4,S093,Lily,85089620
20180312,BR_D181000460,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,112500,147476.25,P6296,4,S092,Eugiene,85094519
20180312,BR_D181000461,B0017USD,Plum Parallel Importer Pte Ltd,460025,98829608,USD,183700,240555.16,P8177,1,S092,Eugiene,85094519
20180312,BR_D181000462,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,407.28,407.28,P8178,4,S090,Charles,85081768
20180314,BR_D181000463,T0015USD,Pineberry Logistics Pte Ltd,497863,98526673,USD,93500,122438.25,P8179,1,S094,John,85084094
20180313,BR_D181000464,B0022USD,Mulberry Specialist Pte Ltd,835434,97530103,USD,52470,69467.5,P8180,3,S095,Mary,85095164
20180313,BR_D181000465,K0010USD,Watermelon Specialist Pte Ltd,813808,98431300,USD,89999.25,117629.02,P7661,2,S094,John,85084094
20180314,BD_R181000111,Z0002USD,Persimmon Distribution Pte Ltd,730659,99227375,USD,6240,-8188.75,P8181,2,S089,Bala,85084539
20180310,ICG_B181-0513,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,110000,144694,P7110,1,S089,Bala,85084539
20180315,BD_R181000113,N015USD,Mandarine Expert Pte Ltd,329475,97776914,USD,8690,-11382.16,P8182,5,S090,Charles,85081768
20180315,BR_D181000466,S0028USD,Juniper berry Automation Pte Ltd,404418,97044505,USD,20550,27054.08,P8183,4,S093,Lily,85089620
20180315,BR_D181000467,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,91300,119685.17,P8184,1,S088,Ali,85084183
20180315,BD_R181000114,G0021USD,Tomato Trading Pte Ltd,761469,94969259,USD,20000,-26196,P8185,5,S091,Danny,85088856
20180312,ICG_B181-0510,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,53250,70045.05,P6343,4,S094,John,85084094
20180315,ICG_B181-0532,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,83983.2,110001.2,P8186,1,S093,Lily,85089620
20180310,ICG_B181-0524,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,41895,55108.68,P8187,2,S090,Charles,85081768
20180315,ICG_B181-0533,N010USD,Crab apples Export Pte Ltd,589055,96208886,USD,98113.68,128509.3,P8188,2,S091,Danny,85088856
20180312,BR_D181000468,J0005USD,Coconut Master Pte Ltd,211417,99197039,USD,86900,113917.21,P8189,3,S095,Mary,85095164
20180315,BR_D181000469,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,770000,1006390,P8190,2,S092,Eugiene,85094519
20180312,ICG_B181-0519,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,114000,149955.6,P8191,1,S093,Lily,85089620
20180317,ICG_B181-0534,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,34746,45722.26,P8192,3,S089,Bala,85084539
20180309,BR_D181000470,K0005USD,Honeyberry Dealer Pte Ltd,601097,99056754,USD,60108.3,78561.55,P8193,1,S095,Mary,85095164
20180315,BR_D181000471,J0005USD,Coconut Master Pte Ltd,211417,99197039,USD,83983.2,111361.72,P8194,1,S088,Ali,85084183
20180316,BR_D181000472,T0014USD,Passionfruit Export Pte Ltd,327079,99069785,USD,85680.75,113441.31,P8195,3,S094,John,85084094
20180316,BR_D181000473,K0010USD,Watermelon Specialist Pte Ltd,813808,98431300,USD,262570,347511.4,P8196,4,S090,Charles,85081768
20180316,BR_D181000474,C0007USD,Plantain Control Pte Ltd,930237,99165427,USD,93500,122438.25,P8197,4,S092,Eugiene,85094519
20180317,BR_D181000475,W0001USD,Tamarind Expert Pte Ltd,915085,99460358,USD,86350,113196.22,P8198,4,S093,Lily,85089620
20180319,BR_D181000476,M0009USD,Kiwano (horned melon) Specialist Pte Ltd,135921,99503962,USD,109200,144481.35,P8199,4,S092,Eugiene,85094519
20180319,BR_D181000477,S0003USD,Coconut Logistics Pte Ltd,767961,96621183,USD,50000,66753.75,P8200,3,S091,Danny,85088856
20180310,ICG_B181-0531,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,459000,604686.6,P7359,5,S091,Danny,85088856
20180319,ICG_B181-0537,T0017SGD,Fig Relay Pte Ltd,602359,99401872,SGD,17783.4,17783.4,P8201,5,S092,Eugiene,85094519
20180319,ICG_B181-0536,H0007SGD,Date Relay Pte Ltd,699144,98071053,SGD,7626.96,7626.96,P8202,3,S095,Mary,85095164
20180305,ICG_B181-0523,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,108000,142387.2,P8203,3,S094,John,85084094
20180305,ICG_B181-0518,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,48000,63283.2,P8204,3,S093,Lily,85089620
20180319,BR_D181000478,A0066USD,Jambul Expert Pte Ltd,404269,95252744,USD,92950,121848.16,P8205,4,S090,Charles,85081768
20180312,ICG_B181-0505,K0030USD,Plumcot (or Pluot) Marketing Pte Ltd,373051,96870297,USD,86900,114308.26,P8206,4,S095,Mary,85095164
20180319,BR_D181000479,R0016USD,Lychee Specialist Pte Ltd,371455,99037722,USD,91300,119685.17,P8207,5,S092,Eugiene,85094519
20180319,BR_D181000480,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,34746,45722.26,P8208,3,S093,Lily,85089620
20180312,ICG_B181-0504,G0020USD,Papaya Assist Pte Ltd,190541,95636635,USD,88000,115755.2,P8209,3,S091,Danny,85088856
20180312,ICG_B181-0527,A0025USD,Pea Import Pte Ltd,982222,97782480,USD,87450,115031.73,P8210,3,S089,Bala,85084539
20180312,ICG_B181-0500,M0037USD,Gooseberry Automation Pte Ltd,112154,95441328,USD,86900,114308.26,P8211,4,S093,Lily,85089620
20180312,ICG_B181-0502,N016USD,Boysenberry Import Pte Ltd,614892,97527079,USD,86900,114308.26,P8212,1,S094,John,85084094
20180312,ICG_B181-0501,M0039USD,Jabuticaba Assist Pte Ltd,300529,97741221,USD,86900,114308.26,P8213,1,S091,Danny,85088856
20180312,ICG_B181-0525,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,785000,1032589,P8214,4,S088,Ali,85084183
20180312,ICG_B181-0526,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,785000,1032589,P8215,5,S092,Eugiene,85094519
20180312,ICG_B181-0487,J0009USD,Blueberry Assist Pte Ltd,471210,98951166,USD,86350,113584.79,P8216,2,S090,Charles,85081768
20180312,ICG_B181-0484,S0055USD,Olive United Pte Ltd,619263,96648413,USD,196250,258147.25,P8217,3,S094,John,85084094
20180312,ICG_B181-0486,J0009USD,Blueberry Assist Pte Ltd,471210,98951166,USD,86350,113584.79,P8218,3,S090,Charles,85081768
20180312,ICG_B181-0485,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,86350,113584.79,P8219,4,S094,John,85084094
20180312,ICG_B181-0483,N015USD,Mandarine Expert Pte Ltd,329475,97776914,USD,86900,114308.26,P8220,2,S090,Charles,85081768
20180312,ICG_B181-0479,R0016USD,Lychee Specialist Pte Ltd,371455,99037722,USD,89100,117202.14,P8221,3,S095,Mary,85095164
20180312,ICG_B181-0480,H0011USD,Olive Specialist Pte Ltd,682353,97406917,USD,89100,117202.14,P8222,3,S092,Eugiene,85094519
20180312,ICG_B181-0470,H0012,Chili pepper Innovation Pte Ltd,591042,94590205,USD,90200,118649.08,P8223,3,S088,Ali,85084183
20180312,ICG_B181-0478,A0082USD,Clementine Parallel Importer Pte Ltd,773814,95083872,USD,85800,112861.32,P8224,1,S092,Eugiene,85094519
20180307,ICG_B181-0496,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,90200,118838.5,P7394,1,S094,John,85084094
20180307,ICG_B181-0463,M0032USD,Olive Import & Export Pte Ltd,321002,95287590,USD,89100,117389.25,P8225,4,S088,Ali,85084183
20180312,ICG_B181-0400,M0027USD,Miracle fruit Control Pte Ltd,650558,98622063,USD,89650,117925.61,P8226,1,S095,Mary,85095164
20180312,ICG_B181-0541,E0017USD,Blackcurrant Logistics Pte Ltd,302746,96740621,USD,58500,76950.9,P8227,3,S088,Ali,85084183
20180301,ICG_B181-0512,S0044USD,Salak Parallel Importer Pte Ltd,246704,98177321,USD,26325,34906.95,P8228,4,S095,Mary,85095164
20180316,ICG_B181-0543,Z0002USD,Persimmon Distribution Pte Ltd,730659,99227375,USD,58240,76638.02,P8229,4,S090,Charles,85081768
20180312,ICG_B181-0538,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,105000,138117,P8230,5,S092,Eugiene,85094519
20180314,ICG_B181-0539,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,166500,218281.5,P8231,5,S088,Ali,85084183
20180321,CSA_CT1810012,P0027USD,Avocado Automation Pte Ltd,458082,98983703,USD,0,-1200,P8232,4,S089,Bala,85084539
20180302,JE_J1810041,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,16.94,22.34,P8233,3,S088,Ali,85084183
20180321,CSA_CT1810013,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,0,0.09,P8234,3,S092,Eugiene,85094519
20180320,BR_D181000481,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,105000,138432,P8235,1,S093,Lily,85089620
20180320,BR_D181000482,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,48000,63417.6,P8236,4,S091,Danny,85088856
20180320,BD_R181000116,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,4500,-5917.5,P8237,1,S090,Charles,85081768
20180315,ICG_B181-0528,A0073USD,Lime Parallel Importer Pte Ltd,679370,97449080,USD,57393.88,75174.5,P8238,4,S095,Mary,85095164
20180319,ICG_B181-0540,P0018USD,Tamarillo Innovation Pte Ltd,187328,96382378,USD,2829352.6,3729086.73,P8239,1,S088,Ali,85084183
20180317,ICG_B181-0530,K0010USD,Watermelon Specialist Pte Ltd,813808,98431300,USD,131890,173831.02,P8240,3,S095,Mary,85095164
20180315,JE_CN181-0013,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,9080.73,-11893.94,P8241,5,S091,Danny,85088856
20180321,BR_D181000483,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,1990531.67,2632144.76,P8242,1,S093,Lily,85089620
20180321,BR_D181000484,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,153000,201400.2,P8243,3,S089,Bala,85084539
20180321,BD_R181000118,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,4500,-5933.25,P7677,4,S088,Ali,85084183
20180322,ICG_B181-0542,S0025USD,Cranberry Specialist Pte Ltd,268046,96430054,USD,19119.4,25096.12,P8244,4,S093,Lily,85089620
20180322,BR_D181000485,J0009USD,Blueberry Assist Pte Ltd,471210,98951166,USD,91300,119685.17,P8245,3,S093,Lily,85089620
20180322,BR_D181000486,S0063USD,Japanese plum Dealer Pte Ltd,952378,95314193,USD,57235.2,75619.15,P8246,5,S093,Lily,85089620
20180322,BR_D181000487,C0007USD,Plantain Control Pte Ltd,930237,99165427,USD,93500,122569.15,P8247,3,S095,Mary,85095164
20180323,ICG_B181-0535,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,1021.85,1021.85,P8248,4,S093,Lily,85089620
20180323,BR_D181000488,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,770000,1007160,P8249,5,S091,Danny,85088856
20180323,BR_D181000489,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,6277.37,8270.43,P8250,2,S089,Bala,85084539
20180320,ICG_B181-0547,S0062USD,Nectarine Master Pte Ltd,657046,94960038,USD,56980,74928.7,P8251,3,S092,Eugiene,85094519
20180323,ICG_B181-0550,E0018USD,Redcurrant United Pte Ltd,125207,97991138,USD,79272,104250.61,P8252,3,S090,Charles,85081768
20180316,ICG_B181-0544,H0013USD,Soursop Parallel Importer Pte Ltd,868159,98117745,USD,60060,79032.95,P8253,3,S091,Danny,85088856
20180326,BR_D181000490,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,2036.42,2036.42,P8254,5,S092,Eugiene,85094519
20180306,BD_R181000108,H0013USD,Soursop Parallel Importer Pte Ltd,868159,98117745,USD,9009,-11792.78,P8255,5,S094,John,85084094
20180326,JE_CN181-0014,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,2019.32,-2643.29,P8256,3,S089,Bala,85084539
20180327,ICG_B181-0545,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,10252.53,10252.53,P8257,1,S089,Bala,85084539
20180315,ICG_B181-0546,F0004USD,Mulberry Innovation Pte Ltd,493221,96813015,USD,23400,30649.32,P8258,2,S088,Ali,85084183
20180327,BR_D181000491,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,770000,1007160,P8065,4,S092,Eugiene,85094519
20180327,BR_D181000492,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,417383.1,549860.5,P8259,2,S094,John,85084094
20180327,BR_D181000493,H0007SGD,Date Relay Pte Ltd,699144,98071053,SGD,7626.96,7626.96,P8260,5,S088,Ali,85084183
20180327,BR_D181000494,T0017SGD,Fig Relay Pte Ltd,602359,99401872,SGD,17783.4,17783.4,P8261,3,S092,Eugiene,85094519
20180328,BR_D181000495,V0004USD,Watermelon United Pte Ltd,497297,95966712,USD,88550,116080.2,P8262,5,S091,Danny,85088856
20180328,BR_D181000496,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,721500,949286.1,P8263,3,S089,Bala,85084539
20180324,ICG_B181-0554,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,108750,142821.38,P8184,2,S088,Ali,85084183
20180322,ICG_B181-0549,A0029USD,Watermelon Import & Export Pte Ltd,981168,95558190,USD,56980,74791.95,P8264,1,S094,John,85084094
20180326,ICG_B181-0521,W0001USD,Tamarind Expert Pte Ltd,915085,99460358,USD,77000,101124.1,P8265,3,S092,Eugiene,85094519
20180329,BR_D181000497,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,377980.68,499146.71,P8266,2,S088,Ali,85084183
20180331,BR_D181000498,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,83983.2,110001.2,P8267,2,S092,Eugiene,85094519
20180331,BR_D181000499,A0029USD,Watermelon Import & Export Pte Ltd,981168,95558190,USD,58059.4,76110.07,P8268,5,S092,Eugiene,85094519
20180331,BR_D181000500,A0029USD,Watermelon Import & Export Pte Ltd,981168,95558190,USD,58275,76719.04,P8269,4,S089,Bala,85084539
20180402,BR_D181000501,E0018USD,Redcurrant United Pte Ltd,125207,97991138,USD,79272,104250.61,P8270,5,S094,John,85084094
20180402,BR_D181000502,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,110000,144694,P7109,2,S093,Lily,85089620
20180402,BR_D181000503,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,109062.5,144093.38,P8271,4,S091,Danny,85088856
20180402,BD_R181000123,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,937.5,-1227.66,P8272,3,S091,Danny,85088856
20180402,BR_D181000504,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,54000,71193.6,P8273,3,S091,Danny,85088856
20180327,ICG_B181-0551,B0022USD,Mulberry Specialist Pte Ltd,835434,97530103,USD,54750,71667.75,P8180,2,S095,Mary,85095164
20180403,ICG_B181-0561,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,783.24,783.24,P8274,2,S094,John,85084094
20180403,ICG_B181-0564,C0021SGD,Jabuticaba Innovation Pte Ltd,384515,97583609,SGD,1139.55,1139.55,P8275,2,S089,Bala,85084539
20180402,BD_R181000125,E0017USD,Blackcurrant Logistics Pte Ltd,302746,96740621,USD,10634,-13925.22,P8276,5,S090,Charles,85081768
20180314,BD_R181000110,N010USD,Crab apples Export Pte Ltd,589055,96208886,USD,2857,-3748.38,P8277,2,S092,Eugiene,85094519
20180402,BR_D181000505,N010USD,Crab apples Export Pte Ltd,589055,96208886,USD,95256.68,124760.92,P8278,2,S090,Charles,85081768
20180403,BR_D181000506,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,90200,118838.5,P8279,5,S095,Mary,85095164
20180403,BR_D181000507,A0073USD,Lime Parallel Importer Pte Ltd,679370,97449080,USD,57393.88,75174.5,P8280,5,S091,Danny,85088856
20180404,BR_D181000508,G0006USD,Boysenberry Relay Pte Ltd,973633,98881023,USD,82500,108149.25,P8281,1,S092,Eugiene,85094519
20180404,BD_R181000129,A0003USD,White currant Import Pte Ltd,569245,96940666,USD,20000,-26220,P8282,2,S095,Mary,85095164
20180326,ICG_B181-0553,M0040USD,Squash Control Pte Ltd,274161,97022985,USD,26400,34671.12,P8283,2,S090,Charles,85081768
20180402,ICG_B181-0563,S0058USD,Olive Trading Pte Ltd,251589,95254350,USD,41040,53741.88,P8284,5,S093,Lily,85089620
20180402,ICG_B181-0520,G0021USD,Tomato Trading Pte Ltd,761469,94969259,USD,198750,260263.13,P8285,2,S088,Ali,85084183
20180402,ICG_B181-0558,P0018USD,Tamarillo Innovation Pte Ltd,187328,96382378,USD,3239057.3,4241545.53,P5854,1,S095,Mary,85095164
20180404,BD_R181000130,M0037USD,Gooseberry Automation Pte Ltd,112154,95441328,USD,16850,-22090.35,P8286,1,S090,Charles,85081768
20180324,ICG_B181-0557,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,385000,503580,P8287,5,S092,Eugiene,85094519
20180324,ICG_B181-0556,P0026USD,Longan Innovation Pte Ltd,431541,99001149,USD,770000,1007160,P8288,3,S090,Charles,85081768
20180404,ICG_B181-0565,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,134400.6,176199.19,P8289,4,S093,Lily,85089620
20180404,BR_D181000509,S0025USD,Cranberry Specialist Pte Ltd,268046,96430054,USD,19119.4,25096.12,P8290,4,S090,Charles,85081768
20180405,BR_D181000510,A0082USD,Clementine Parallel Importer Pte Ltd,773814,95083872,USD,85800,112861.32,P8291,5,S090,Charles,85081768
20180405,BR_D181000511,H0012,Chili pepper Innovation Pte Ltd,591042,94590205,USD,90200,118649.08,P8292,3,S088,Ali,85084183
20180323,ICG_B181-0548,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,160350,210876.29,P8293,3,S095,Mary,85095164
20180405,BR_D181000512,S0062USD,Nectarine Master Pte Ltd,657046,94960038,USD,22350,29390.25,P8294,4,S093,Lily,85089620
20180405,BR_D181000513,P0018USD,Tamarillo Innovation Pte Ltd,187328,96382378,USD,2829352.6,3729086.73,P8295,1,S092,Eugiene,85094519
20180405,BR_D181000514,M0032USD,Olive Import & Export Pte Ltd,321002,95287590,USD,72920,96178.89,P8296,2,S094,John,85084094
20180405,ICG_B181-0562,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,12941.65,16988.5,P8297,4,S094,John,85084094
20180329,ICG_B181-0555,N013USD,Papaya Logistics Pte Ltd,883545,95530364,USD,27370,35895.76,P8298,1,S090,Charles,85081768
20180405,BR_D181000515,H0006USD,Watermelon Export Pte Ltd,504752,95363972,USD,71379.65,94292.52,P8299,5,S093,Lily,85089620
20180406,BR_D181000516,S0062USD,Nectarine Master Pte Ltd,657046,94960038,USD,34630,45538.45,P8300,4,S092,Eugiene,85094519
20180406,BR_D181000517,R0016USD,Lychee Specialist Pte Ltd,371455,99037722,USD,89100,117202.14,P8301,3,S093,Lily,85089620
20180406,BR_D181000518,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,86350,113584.79,P8302,3,S093,Lily,85089620
20180406,BR_D181000519,M0037USD,Gooseberry Automation Pte Ltd,112154,95441328,USD,69550,91466.98,P8303,3,S092,Eugiene,85094519
20180406,BR_D181000520,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,53250,70045.05,P8304,1,S089,Bala,85084539
20180409,BR_D181000521,M0027USD,Miracle fruit Control Pte Ltd,650558,98622063,USD,89650,117925.61,P8305,2,S094,John,85084094
20180409,BR_D181000522,H0011USD,Olive Specialist Pte Ltd,682353,97406917,USD,89100,117202.14,P8306,2,S093,Lily,85089620
20180409,BR_D181000523,J0009USD,Blueberry Assist Pte Ltd,471210,98951166,USD,86350,113584.79,P8307,4,S088,Ali,85084183
20180409,BR_D181000524,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,294065,387695.3,P8308,4,S091,Danny,85088856
20180409,BR_D181000525,B0022USD,Mulberry Specialist Pte Ltd,835434,97530103,USD,49500,65228.77,P8309,1,S091,Danny,85088856
20180409,BR_D181000526,A0025USD,Pea Import Pte Ltd,982222,97782480,USD,179300,235437.9,P8310,5,S088,Ali,85084183
20180410,BR_D181000527,K0030USD,Plumcot (or Pluot) Marketing Pte Ltd,373051,96870297,USD,86900,114308.26,P8311,2,S093,Lily,85089620
20180326,ICG_B181-0559,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,51000,66978.3,P5869,1,S095,Mary,85095164
20180328,ICG_B181-0552,A0078USD,Purple mangosteen Trading Pte Ltd,526903,96463354,USD,56976.5,74525.26,P8312,5,S088,Ali,85084183
20180410,BR_D181000528,C0021SGD,Jabuticaba Innovation Pte Ltd,384515,97583609,SGD,1139.55,1139.55,P8313,3,S089,Bala,85084539
20180406,ICG_B181-0568,S0043USD,Feijoa Master Pte Ltd,503715,96316353,USD,82500,108619.5,P8314,4,S094,John,85084094
20180411,BR_D181000529,A0029USD,Watermelon Import & Export Pte Ltd,981168,95558190,USD,56980,74791.95,P8315,3,S090,Charles,85081768
20180411,BR_D181000530,H0013USD,Soursop Parallel Importer Pte Ltd,868159,98117745,USD,51051,67240.17,P8316,5,S095,Mary,85095164
20180411,ICG_B181-0571,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,783.24,783.24,P8317,4,S094,John,85084094
20180407,ICG_B181-0567,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,154398.6,202879.76,P8318,1,S095,Mary,85095164
20180411,BR_D181000531,W0001USD,Tamarind Expert Pte Ltd,915085,99460358,USD,77000,101124.1,P8319,5,S092,Eugiene,85094519
20180411,BR_D181000532,M0039USD,Jabuticaba Assist Pte Ltd,300529,97741221,USD,71122,93575.97,P8320,1,S093,Lily,85089620
20180411,BR_D181000533,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,97500,128222.25,P8321,3,S094,John,85084094
20180411,BR_D181000534,M0022SGD,Jostaberry Logistics Pte Ltd,556372,95130330,SGD,1229.3,1229.3,P8322,4,S088,Ali,85084183
20180412,BR_D181000535,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,108750,142821.38,P8323,4,S095,Mary,85095164
20180402,ICG_B181-0529,W0001USD,Tamarind Expert Pte Ltd,915085,99460358,USD,93500,122438.25,P7916,2,S091,Danny,85088856
20180412,BR_D181000536,G0020USD,Papaya Assist Pte Ltd,190541,95636635,USD,80000,105185.6,P8324,4,S090,Charles,85081768
20180413,ICG_B181-0574,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,8899.24,8899.24,P8325,4,S093,Lily,85089620
20180412,BR_D181000537,P0024USD,Purple mangosteen Logistics Pte Ltd,271169,96076013,USD,86350,112988.98,P8326,3,S091,Danny,85088856
20180413,JE_J1810052,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,10950,-14368.68,P8327,1,S092,Eugiene,85094519
20180330,BD_R181000124,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,74850,-98180.75,P8328,2,S090,Charles,85081768
20180330,BD_R181000124,B0023USD,Pumpkin Expert Pte Ltd,349581,97572146,USD,-7500,9837.75,P8329,3,S092,Eugiene,85094519
20180327,ICG_B181-0570,K0031USD,Blood orange Master Pte Ltd,296357,97775900,USD,54000,70686,P8330,3,S095,Mary,85095164
